sugar_to_flour_ratio,sugar_index,bake_temp,chill_time,calories,density,pH,grams_baking_soda,bake_time,quality,butter_type,weight,crunch_factor,aesthetic_appeal,raisins,nuts,chocolate,oats,peanut_butter
0.57,15.0,520,35.0,256.0,1.0001,7.93,0.64,8.6,7,1,16.6,1.39,3,1,0,0,0,0
0.37,1.3,270,42.0,125.0,0.98939,8.24,0.37,12.8,9,1,13.4,1.28,3,0,0,1,1,0
0.24,1.7,780,10.0,21.0,0.99692,8.29,0.67,10.0,5,0,18.0,1.38,3,0,1,0,1,0
0.24,14.0,480,24.0,113.0,0.9982,8.44,0.53,9.8,8,1,13.0,1.96,3,0,1,1,0,0
0.65,6.4,800,3.0,8.0,0.99817,8.27,0.58,11.0,5,0,17.2,1.11,3,1,0,0,0,0
0.14,5.8,460,49.0,197.0,0.9937,8.3,0.71,10.3,7,1,11.6,1.91,3,1,0,0,0,0
0.22,5.2,470,24.0,151.0,0.99527,8.22,0.47,10.3,7,1,16.2,1.21,3,1,0,0,0,0
0.2,8.7,460,81.0,224.0,0.99605,8.17,0.44,9.3,7,1,13.2,1.74,3,0,1,1,1,0
0.24,7.1,310,28.0,141.0,0.99397,8.16,0.38,10.6,9,1,15.0,1.52,3,1,0,0,0,0
0.3,7.1,370,63.0,236.0,0.9952,8.06,0.34,9.2,8,1,12.8,1.82,3,0,0,1,0,0
0.28,3.6,330,16.0,78.0,0.993,7.91,0.78,11.4,8,1,14.2,1.53,3,0,0,1,1,0
0.34,1.5,450,43.0,117.0,0.9939,8.42,0.51,9.0,8,1,12.4,1.77,3,0,0,1,1,0
0.49,1.0,360,14.0,56.0,0.992,7.96,0.33,10.5,6,1,17.6,1.92,3,1,0,0,0,0
0.35,1.5,360,29.0,108.0,0.99342,8.27,0.51,10.2,8,1,14.6,1.08,3,0,0,1,1,0
0.47,1.1,370,23.0,126.0,0.9938,8.21,0.42,10.9,7,1,16.2,1.06,3,1,1,0,0,0
0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,1,15.0,1.02,3,0,0,1,0,0
0.25,7.2,560,47.0,180.0,0.9961,8.08,0.47,8.8,7,1,14.6,1.65,3,1,0,0,0,0
0.26,7.2,410,21.0,90.0,0.99509,8.22,0.55,9.5,8,1,14.0,1.39,3,0,0,1,0,0
0.26,5.7,310,12.0,80.0,0.9923,8.25,0.38,10.8,7,1,11.2,1.42,3,0,0,1,0,0
0.33,3.3,460,12.0,53.0,0.99294,8.36,0.62,12.2,6,0,12.8,1.9,3,1,0,0,0,0
0.34,12.0,530,55.0,177.0,0.9983,8.52,0.44,9.9,8,1,13.0,1.17,3,0,0,1,0,0
0.24,2.2,700,5.0,36.0,0.996,8.33,0.48,9.4,5,0,14.4,1.02,3,0,1,1,0,0
0.4,7.5,460,45.0,179.0,0.99583,8.2,0.49,9.3,7,1,13.6,1.88,3,0,0,1,0,0
0.28,4.3,260,22.0,105.0,0.989,7.98,0.64,13.1,10,1,12.4,1.5,3,0,0,1,0,0
0.03,2.7,430,27.0,93.0,0.9932,8.34,0.38,9.2,7,1,10.6,1.25,3,0,1,0,1,0
0.66,9.1,390,26.0,159.0,0.9965,8.66,0.55,10.8,7,1,11.6,1.32,3,0,0,1,0,0
0.32,6.65,590,34.0,104.0,0.99254,8.18,0.42,11.1,7,1,13.0,1.96,3,0,0,1,0,0
0.0,2.4,880,19.0,38.0,0.999,8.35,0.6,9.3,5,0,18.0,1.19,3,0,1,1,1,0
0.27,7.3,310,41.0,144.0,0.9932,8.15,0.38,11.8,9,1,14.8,1.61,3,0,0,1,0,0
0.52,1.4,370,32.0,123.0,0.99022,8.24,0.45,12.0,8,1,12.2,1.26,3,0,1,1,1,0
0.36,4.7,350,36.0,116.0,0.991,8.31,0.62,12.6,8,1,12.2,1.89,3,1,0,0,0,0
0.44,8.9,550,52.0,164.0,0.99488,8.1,0.48,9.6,7,1,12.8,1.68,3,1,0,0,0,0
0.0,1.9,760,11.0,34.0,0.9978,8.51,0.56,9.4,5,0,14.8,1.62,3,0,1,0,1,0
0.43,10.1,530,29.0,146.0,0.9982,8.4,0.46,9.5,8,1,16.0,1.46,3,1,0,0,0,0
0.41,7.9,860,30.0,109.0,0.9998,8.27,0.57,9.3,5,0,17.8,1.65,3,1,1,0,0,0
0.34,5.0,320,36.0,93.0,0.99012,8.27,0.36,13.5,9,1,12.6,1.26,3,0,0,1,0,0
0.36,1.5,470,17.0,129.0,0.9948,8.2,0.54,10.0,8,1,16.0,1.1,3,0,0,1,0,0
0.07,1.2,600,9.0,108.0,0.9931,8.11,0.35,8.7,6,1,12.0,1.29,3,0,1,1,1,0
0.36,2.6,510,26.0,126.0,0.99097,8.32,0.53,12.7,8,1,15.0,1.51,3,1,0,0,0,0
0.32,1.5,540,24.0,105.0,0.99154,8.17,0.48,11.1,8,1,14.4,1.42,3,0,0,1,0,0
0.32,0.9,410,25.0,79.0,0.9926,8.39,0.54,10.2,9,1,13.2,1.89,3,0,0,1,0,0
0.56,11.2,430,40.0,142.0,0.9975,8.14,0.46,8.7,7,1,13.8,1.14,3,0,1,1,0,0
0.33,3.7,300,54.0,173.0,0.9887,8.36,0.3,13.0,9,1,10.0,1.59,3,1,0,0,0,0
0.26,12.0,490,63.0,170.0,0.9961,8.14,0.55,9.9,8,1,12.6,1.25,3,1,0,0,0,0
0.3,2.4,420,25.0,122.0,0.994,8.43,0.61,10.5,8,1,14.2,1.79,3,0,0,1,0,0
0.29,1.1,460,34.0,84.0,0.9902,8.04,0.39,11.45,8,1,15.0,1.92,3,0,0,1,0,0
0.36,2.1,340,30.0,177.0,0.99085,8.25,0.4,11.9,10,1,14.6,1.41,3,0,0,1,0,0
0.33,12.3,460,31.0,145.0,0.9983,8.36,0.4,9.5,7,1,13.4,1.39,3,0,0,1,0,0
0.49,10.0,360,45.0,182.0,0.9967,8.08,0.58,9.6,8,1,15.2,1.25,3,0,0,1,0,0
0.32,2.5,800,24.0,71.0,0.99624,8.27,0.85,11.0,6,0,16.4,1.27,3,1,0,0,0,0
0.2,5.8,400,24.0,144.0,0.99425,8.15,0.63,9.9,7,1,12.6,1.61,3,1,0,0,0,0
0.78,13.9,740,23.0,92.0,0.99677,8.39,0.48,10.5,6,0,11.2,1.23,3,1,0,0,0,0
0.44,1.6,380,21.0,42.0,0.99526,8.24,0.81,10.8,7,0,18.6,1.79,3,1,0,0,0,0
0.32,4.5,240,28.0,94.0,0.98906,8.25,0.52,13.7,9,1,11.6,1.43,3,1,0,0,0,0
0.22,4.5,310,10.0,73.0,0.99076,7.97,0.52,12.2,9,1,14.4,2.0,3,1,0,0,0,0
0.26,1.8,830,33.0,75.0,0.9968,8.4,0.58,9.5,6,0,14.4,1.24,3,1,0,0,0,0
0.26,14.8,530,44.0,95.0,0.99676,8.2,0.35,9.8,8,1,13.4,1.59,3,0,0,1,1,0
0.61,11.8,410,66.0,188.0,0.99794,8.0,0.54,9.3,7,1,15.4,1.21,3,1,0,0,0,0
0.37,1.8,340,36.0,95.0,0.98952,7.93,0.59,12.0,8,1,13.8,1.48,3,0,0,1,1,0
0.28,7.7,430,57.0,176.0,0.9954,8.12,0.55,10.0,7,1,16.2,1.67,3,0,0,1,0,0
0.33,1.2,360,23.0,99.0,0.9916,8.18,0.6,10.5,8,1,11.6,1.14,3,1,0,0,0,0
0.44,11.5,400,58.0,223.0,0.9969,8.22,0.56,9.5,7,1,13.6,1.94,3,0,0,1,0,0
0.34,7.5,480,29.0,152.0,0.9962,8.1,0.54,9.0,7,1,14.6,1.36,3,0,0,1,0,0
0.29,14.9,530,55.0,136.0,0.99839,8.03,0.52,9.0,7,1,13.4,1.04,3,0,0,1,0,0
0.32,3.6,380,9.0,76.0,0.992,8.05,0.31,11.7,6,1,15.8,1.22,3,0,0,1,0,0
0.55,12.9,560,58.0,252.0,0.99806,8.29,0.49,8.7,7,1,12.6,1.34,3,0,1,1,1,0
0.0,3.0,1020,7.0,16.0,0.99586,8.43,0.46,10.0,5,0,14.4,1.79,3,0,0,0,0,0
0.32,1.7,310,31.0,114.0,0.98946,8.12,0.35,12.5,8,1,13.4,1.36,3,1,0,0,0,0
0.43,1.7,800,21.0,123.0,0.9905,8.19,0.42,12.8,7,1,14.6,1.19,3,0,0,1,0,0
0.31,6.3,350,33.0,170.0,0.9918,8.24,0.66,12.6,8,1,13.6,1.95,3,0,0,1,0,0
0.3,3.3,290,15.0,80.0,0.99061,8.33,0.63,12.6,9,1,13.6,1.41,3,1,0,0,0,0
0.26,11.8,530,55.0,173.0,0.99699,8.11,0.6,9.8,7,1,14.8,1.36,3,0,0,1,0,0
0.25,5.6,320,23.0,120.0,0.99334,7.93,0.66,10.3,9,1,14.4,1.11,3,1,0,0,0,0
0.38,9.7,400,29.0,124.0,0.9954,8.47,0.48,11.0,8,1,12.0,1.2,3,1,0,0,0,0
0.55,14.6,530,34.0,159.0,0.99805,7.93,0.44,9.2,7,1,13.6,1.96,3,0,0,1,0,0
0.35,1.6,630,13.0,119.0,0.99184,8.22,0.5,10.7,7,1,14.0,1.95,3,1,0,0,0,0
0.1,1.3,360,11.0,74.0,0.99082,8.48,0.54,11.2,6,1,10.6,1.49,3,0,1,1,0,0
0.31,2.25,780,32.0,58.0,0.998,8.33,0.54,9.8,5,0,17.0,1.56,3,0,1,1,0,0
0.25,3.3,400,10.0,69.0,0.9934,8.54,0.59,10.1,8,1,12.2,1.44,3,0,0,1,1,0
0.17,12.9,330,59.0,186.0,0.99754,8.08,0.49,9.4,7,1,13.8,1.9,3,0,1,1,0,0
0.36,1.3,340,32.0,98.0,0.99058,8.02,0.58,11.3,8,1,13.6,1.41,3,0,0,1,1,0
0.33,1.2,280,13.0,81.0,0.9902,8.37,0.38,11.7,8,1,10.4,1.4,3,1,0,0,0,0
0.4,1.5,440,19.0,135.0,0.9937,7.96,0.49,10.9,7,1,19.2,1.0,3,0,0,1,0,0
0.41,9.2,420,41.0,162.0,0.9944,8.1,0.38,12.0,9,1,16.6,1.02,3,0,0,1,0,0
0.23,2.0,990,14.0,81.0,0.9973,8.19,0.7,9.4,5,0,16.4,1.2,3,0,1,0,1,0
0.36,1.2,340,15.0,80.0,0.9913,7.95,0.36,11.4,9,1,17.2,1.75,3,0,0,1,0,0
0.47,3.0,520,47.0,145.0,0.993,8.29,0.75,10.0,8,1,10.8,1.61,3,0,0,1,0,0
0.27,14.1,330,45.0,166.0,0.9988,7.72,0.43,9.7,8,1,20.0,1.35,3,0,0,1,0,0
0.0,4.3,930,51.0,77.5,0.99558,8.2,0.45,9.5,5,0,13.2,1.46,3,0,1,1,1,0
0.52,2.0,880,12.0,51.0,0.99613,8.29,0.58,11.1,6,0,19.0,1.3,3,1,0,0,0,0
0.49,6.0,290,31.0,128.0,0.9928,8.41,0.36,11.3,10,1,12.4,1.48,3,0,0,1,0,0
0.17,2.9,990,21.0,119.0,0.998,8.09,0.52,9.3,5,0,17.2,1.16,3,0,1,1,1,0
0.17,1.4,470,5.0,26.0,0.9932,8.26,0.32,10.0,6,1,13.0,1.91,3,1,1,0,0,0
0.37,2.6,500,24.0,132.0,0.99138,8.04,0.53,11.2,8,1,14.8,1.69,3,0,0,1,0,0
0.0,2.2,840,10.0,31.0,0.99656,8.25,0.5,9.8,5,0,16.2,1.1,3,0,0,1,0,0
0.37,7.2,420,36.0,167.0,0.9958,8.26,0.56,9.8,8,1,14.0,1.76,3,0,0,1,0,0
0.25,1.8,840,4.0,28.0,0.99464,8.36,0.44,10.1,5,0,12.2,1.13,3,1,0,0,0,0
0.31,1.2,160,39.0,150.0,0.98713,8.33,0.59,14.0,10,1,9.8,1.31,3,1,0,0,0,0
0.28,12.0,560,23.0,174.0,0.9986,8.31,0.55,9.3,7,1,13.0,1.23,3,0,1,1,0,0
0.34,9.7,350,26.0,143.0,0.9965,8.08,0.49,9.8,8,1,15.2,1.35,3,0,0,1,0,0
0.31,13.1,500,26.0,180.0,0.99884,8.05,0.53,9.1,8,1,15.0,1.41,3,0,0,1,0,0
0.17,1.6,480,46.0,129.0,0.991,8.3,0.43,11.4,8,1,12.2,1.49,3,0,0,1,0,0
0.49,5.0,820,9.0,17.0,0.99484,8.19,0.52,12.5,7,0,19.8,1.93,3,0,0,1,0,0
0.54,2.8,1030,19.0,41.0,0.99939,8.21,0.76,11.3,6,0,25.2,1.55,3,0,1,1,0,0
0.28,4.0,300,29.0,79.0,0.99,8.23,0.46,12.4,9,1,13.6,1.65,3,1,0,0,0,0
0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,1,15.2,1.67,3,0,0,1,0,0
0.3,3.9,260,36.0,105.0,0.98963,8.26,0.58,12.75,8,1,11.6,1.17,3,0,0,1,0,0
0.29,15.4,730,56.0,173.0,0.9984,8.06,0.41,8.7,8,1,13.6,1.64,3,0,0,1,0,0
0.39,3.2,270,20.0,125.0,0.991,8.38,0.39,11.3,9,1,12.0,1.42,3,1,0,0,0,0
0.39,1.8,430,21.0,159.0,0.9948,8.52,0.47,10.0,7,1,14.4,1.63,3,0,0,1,1,0
0.45,7.8,590,32.0,139.0,0.9972,8.33,0.77,11.2,8,1,16.6,1.67,3,0,0,1,0,0
0.26,4.5,860,37.0,133.0,0.9963,8.15,0.42,9.2,7,1,15.2,1.67,3,0,0,1,0,0
0.29,4.75,340,29.0,134.0,0.99056,8.29,0.46,13.0,9,1,13.4,1.99,3,0,1,1,0,0
0.36,1.5,300,74.0,121.0,0.98976,8.24,0.99,12.1,9,1,10.8,1.72,3,0,0,1,0,0
0.73,14.35,440,27.0,191.0,1.00013,7.96,0.88,8.7,7,1,17.4,1.37,3,1,0,0,0,0
0.31,2.6,360,37.0,92.0,0.98938,8.27,0.53,12.8,9,1,12.4,1.98,3,1,0,0,0,0
0.38,7.8,460,35.0,192.0,0.9955,8.1,0.37,9.0,7,1,12.8,1.79,3,1,0,0,0,0
0.29,6.2,250,29.0,95.0,0.99071,8.03,0.32,12.9,9,1,13.6,1.71,3,1,0,0,0,0
0.35,1.7,360,33.0,101.0,0.99315,8.21,0.54,10.8,9,1,13.8,1.29,3,0,0,1,1,0
0.37,4.6,280,17.0,114.0,0.991,8.23,0.43,13.2,8,1,14.6,1.09,3,0,1,1,0,0
0.18,2.1,700,12.0,28.0,0.99768,8.52,0.73,9.5,6,0,14.6,1.69,3,1,1,0,0,0
0.46,2.1,740,24.0,44.0,0.99534,8.4,0.85,11.0,7,0,14.4,1.75,3,1,0,0,0,0
0.08,1.2,460,13.0,93.0,0.9924,8.57,0.85,13.0,7,0,10.8,1.07,3,0,0,1,0,0
0.21,1.9,480,30.0,112.0,0.99138,8.29,0.55,11.2,8,1,11.4,1.57,3,0,1,1,0,0
0.02,2.2,800,36.0,111.0,0.99524,8.1,0.53,9.7,5,0,13.4,1.41,3,0,1,1,0,0
0.49,2.9,300,16.0,94.0,0.9902,8.1,0.49,12.1,9,1,13.0,1.99,3,1,0,0,0,0
0.32,12.2,480,36.0,125.0,0.9967,7.92,0.54,9.4,8,1,14.2,1.65,3,0,0,1,1,0
0.2,7.3,400,42.0,145.0,0.99442,8.15,0.48,9.8,7,1,11.6,1.54,3,0,0,1,0,0
0.49,7.8,600,34.0,162.0,0.9966,8.26,0.58,11.3,8,1,15.6,1.55,3,0,1,1,0,0
0.46,1.9,810,6.0,9.0,0.99628,8.1,0.48,10.4,6,0,20.4,1.72,3,1,0,0,0,0
0.12,1.8,500,11.0,76.0,0.99268,8.42,0.48,10.4,6,1,12.2,1.91,3,0,1,1,1,0
0.3,10.4,450,44.0,174.0,0.9966,8.11,0.57,9.7,8,1,14.8,1.51,3,0,0,1,1,0
0.32,2.2,370,28.0,141.0,0.993,8.2,0.57,10.0,9,1,14.2,1.79,3,0,0,1,0,0
0.04,1.7,490,5.0,13.0,0.9942,8.72,0.58,11.4,5,0,11.2,1.55,3,1,1,0,0,0
0.46,8.3,370,49.0,173.0,0.99601,8.17,0.47,9.3,7,1,13.6,1.57,3,0,0,1,0,0
0.22,7.4,320,53.0,172.0,0.99404,8.24,0.58,11.0,8,1,12.8,1.46,3,0,0,1,0,0
0.22,2.3,710,13.0,24.0,0.99438,8.41,0.83,11.3,6,0,13.6,1.43,3,0,1,1,0,0
0.43,2.8,800,21.0,84.0,0.9985,8.06,0.57,10.1,5,0,21.2,1.02,3,0,0,0,0,0
0.07,2.5,910,15.0,21.0,0.99572,8.38,0.6,11.3,6,0,14.0,1.36,3,0,1,1,1,0
0.31,2.1,330,32.0,95.0,0.989435,7.96,0.61,12.0,8,1,13.0,1.24,3,0,0,1,0,0
0.29,12.2,350,38.0,236.0,0.9976,8.35,0.52,9.8,8,1,13.6,1.77,3,0,0,1,0,0
0.3,5.2,370,29.0,131.0,0.9943,8.38,0.44,11.0,8,1,15.4,1.15,3,1,0,0,0,0
0.42,7.1,450,41.0,169.0,0.9959,8.17,0.43,10.6,7,1,16.0,1.74,3,0,0,1,0,0
0.29,1.2,440,12.0,143.0,0.9918,8.2,0.48,11.3,9,1,14.6,1.95,3,0,0,1,1,0
0.22,10.7,420,26.0,81.0,0.9954,7.86,0.36,9.7,8,1,14.8,1.62,3,0,0,1,0,0
0.35,1.6,540,31.0,148.0,0.99178,8.18,0.47,10.7,7,1,14.6,1.13,3,0,0,1,0,0
0.25,5.7,150,14.0,73.0,0.98963,7.82,0.59,13.2,8,1,14.0,1.02,3,1,0,0,0,0
0.34,1.6,560,13.0,176.0,0.9946,8.14,0.47,9.7,7,1,17.8,1.74,3,1,0,0,0,0
0.39,1.2,360,32.0,85.0,0.9918,8.16,0.5,10.5,7,1,14.4,1.2,3,0,0,1,1,0
0.25,1.2,380,34.0,128.0,0.9921,8.24,0.44,10.1,7,1,12.2,1.9,3,0,0,1,0,0
0.32,2.1,790,16.0,74.0,0.99656,8.27,0.5,9.8,6,0,16.0,1.46,3,0,1,0,1,0
0.25,10.5,430,30.0,165.0,0.9972,8.36,0.55,10.55,8,1,13.6,1.91,3,1,0,0,0,0
0.25,5.0,550,28.0,138.0,0.99171,8.27,0.5,12.4,10,1,12.8,1.14,3,1,0,0,0,0
0.3,1.7,590,20.0,38.0,0.9949,8.29,0.47,10.8,6,0,15.4,1.39,3,0,0,1,0,0
0.31,1.5,530,20.0,98.0,0.99069,8.15,0.5,11.4,7,1,14.2,1.05,3,0,0,1,0,0
0.23,5.1,340,71.0,204.0,0.9942,8.23,0.69,10.1,7,1,13.6,1.6,3,0,0,1,1,0
0.32,8.8,470,65.0,224.0,0.9961,8.17,0.47,8.9,7,1,12.4,1.8,3,0,0,1,0,0
0.28,4.2,440,52.0,158.0,0.992,8.35,0.44,10.7,9,1,11.6,1.79,3,0,0,1,0,0
0.29,3.1,230,19.0,89.0,0.99068,8.25,0.51,11.2,8,1,11.2,1.26,3,0,0,1,0,0
0.56,1.0,400,8.0,84.0,0.9938,8.25,0.43,10.8,7,1,15.6,1.22,3,0,1,1,0,0
0.43,1.3,230,33.0,132.0,0.99067,8.11,0.56,11.7,8,1,14.2,1.67,3,0,0,1,1,0
0.41,10.8,480,55.0,149.0,0.9937,8.09,0.59,10.96666667,9,1,12.0,1.63,3,0,0,1,0,0
0.49,1.8,610,10.0,145.0,0.9942,8.23,0.48,10.0,7,1,16.0,1.83,3,0,0,1,1,0
0.28,2.1,660,13.0,30.0,0.9968,8.23,0.73,9.7,7,0,16.2,1.48,3,1,0,0,0,0
0.27,12.9,400,60.0,221.0,0.99831,8.05,0.66,9.4,7,1,14.8,1.61,3,1,0,0,0,0
0.1,1.7,630,34.0,53.0,0.9958,8.41,0.67,9.7,5,0,13.6,1.94,3,1,1,0,0,0
0.3,5.5,380,15.0,129.0,0.9948,8.14,0.49,9.6,8,1,12.8,1.82,3,0,0,1,0,0
0.32,8.5,580,47.0,186.0,0.9956,8.19,0.4,9.9,8,1,14.4,1.8,3,0,0,1,0,0
0.28,1.8,220,28.0,158.0,0.9907,8.2,0.64,11.4,8,1,12.6,1.92,3,0,0,1,1,0
0.44,1.3,460,7.0,69.0,0.9944,8.14,0.62,10.2,6,1,16.4,1.58,3,0,0,1,0,0
0.26,14.7,450,53.0,125.0,0.998365,7.99,0.69,9.4,8,1,12.0,1.17,3,0,0,1,0,0
0.32,6.0,330,59.0,128.0,0.99192,8.19,0.71,12.1,10,1,13.2,1.29,3,0,0,1,1,0
0.38,3.3,630,10.0,19.0,0.99468,8.3,0.73,12.0,7,0,17.4,1.43,3,1,0,0,0,0
0.49,2.8,750,5.0,19.0,0.9994,8.14,0.57,11.4,5,0,25.4,1.87,3,0,1,1,1,0
0.49,3.1,790,28.0,46.0,0.9993,8.2,0.8,10.2,6,0,24.6,1.48,3,0,0,1,0,0
0.28,12.5,460,80.0,225.0,0.99685,8.18,0.41,10.0,8,1,13.0,1.04,3,0,0,1,0,0
0.23,1.5,340,37.0,121.0,0.98871,7.96,0.34,12.1,8,1,11.6,1.67,3,1,0,0,0,0
0.28,13.8,310,34.0,137.0,0.9948,8.1,0.37,11.6,8,1,13.8,1.35,3,1,0,0,0,0
0.22,7.3,350,23.0,117.0,0.99172,8.2,0.39,11.94,9,1,12.6,1.53,3,0,1,1,0,0
0.5,14.5,590,6.0,148.0,0.9983,7.94,0.44,9.1,7,1,14.2,1.03,3,1,0,0,0,0
0.28,2.2,400,24.0,125.0,0.9917,8.19,0.48,10.5,8,1,12.4,1.94,3,0,0,1,0,0
0.49,7.2,390,32.0,84.0,0.9938,7.94,0.32,11.5,8,1,18.0,1.99,3,1,0,0,0,0
0.06,2.0,630,29.0,44.0,0.99489,8.38,0.83,10.3,6,0,13.0,1.72,3,1,1,0,0,0
0.39,1.4,500,19.0,152.0,0.994,8.0,0.42,10.4,8,1,20.0,1.4,3,0,0,1,0,0
0.21,5.4,530,34.0,104.0,0.99445,8.3,0.43,9.4,7,1,13.6,1.66,3,0,0,1,1,0
0.61,16.2,430,14.0,103.0,0.9987,8.06,0.36,9.2,8,1,14.4,1.31,3,0,0,1,0,0
0.32,1.6,260,43.0,147.0,0.9904,8.29,0.54,12.5,8,1,13.6,1.59,3,0,0,1,0,0
0.18,1.5,620,7.0,50.0,0.9951,8.08,0.6,9.3,5,0,14.0,1.39,3,0,1,1,1,0
0.21,4.1,740,16.0,65.0,0.99842,8.53,0.72,9.25,6,0,13.8,1.81,3,0,0,1,0,0
0.16,9.0,530,32.0,111.0,0.99474,8.36,0.37,10.4,8,1,11.4,1.82,3,0,0,1,0,0
0.33,1.7,350,47.0,136.0,0.99,8.26,0.4,12.6,9,1,13.8,1.98,3,0,0,1,0,0
0.34,13.7,440,66.0,184.0,0.99976,8.22,0.75,8.9,7,1,15.6,1.31,3,0,0,1,0,0
0.45,10.6,320,56.0,212.0,0.997,8.22,0.59,9.5,8,1,13.4,1.54,3,1,0,0,0,0
0.22,2.4,300,19.0,135.0,0.9894,8.41,0.78,13.9,9,1,11.8,1.51,3,1,0,0,0,0
0.08,1.9,590,20.0,31.0,0.99484,8.5,0.64,10.2,6,0,10.8,1.97,3,1,1,0,0,0
0.41,2.1,540,24.0,166.0,0.9948,8.48,0.62,10.5,8,1,14.2,1.07,3,0,0,1,0,0
0.28,1.8,280,39.0,132.0,0.99182,8.34,0.46,11.4,7,1,13.2,1.69,3,0,0,1,0,0
0.35,5.7,430,47.0,197.0,0.99392,8.24,0.5,10.1,8,1,13.0,1.34,3,0,0,1,0,0
0.4,1.3,440,25.0,50.0,0.99478,8.2,0.83,10.9,6,0,18.0,1.28,3,1,0,0,0,0
0.74,1.0,440,18.0,132.0,0.992,8.13,0.55,10.2,7,1,13.8,1.2,3,1,0,0,0,0
0.5,16.4,480,36.0,182.0,0.99904,8.02,0.49,8.8,8,1,13.0,1.58,3,0,0,1,0,0
0.45,11.2,540,56.0,137.0,0.997,8.15,0.47,10.0,7,1,15.2,1.45,3,0,0,1,1,0
0.28,1.7,410,53.0,161.0,0.99207,8.13,0.45,10.2,8,1,13.2,1.76,3,0,0,1,1,0
0.38,6.1,670,20.0,90.0,0.99496,8.17,0.79,9.7,7,1,14.4,1.13,3,0,0,1,0,0
0.43,1.6,500,4.0,65.0,0.99346,8.27,0.47,10.7,7,1,13.6,1.69,3,1,0,0,0,0
0.02,1.9,610,26.0,42.0,0.99489,8.39,0.82,10.9,6,0,13.4,1.8,3,0,1,1,1,0
0.26,2.2,210,31.0,119.0,0.98919,8.55,0.49,13.0,10,1,11.0,1.75,3,1,0,0,0,0
0.27,1.9,580,18.0,38.0,0.99518,8.16,0.85,11.1,6,0,17.0,1.44,3,0,1,1,0,0
0.32,0.95,410,23.0,131.0,0.99033,8.25,0.35,11.8,7,1,12.8,1.85,3,0,0,1,0,0
0.05,0.8,380,11.0,30.0,0.9924,8.36,0.35,9.2,7,1,11.6,1.98,3,0,0,1,0,0
0.2,11.5,490,44.0,157.0,0.998,8.27,0.44,9.0,7,1,14.8,1.68,3,0,1,1,0,0
0.47,2.1,770,5.0,11.0,0.9958,8.33,0.53,10.3,6,0,14.6,1.13,3,1,0,0,0,0
0.3,0.9,450,16.0,109.0,0.99249,7.95,0.39,10.1,7,1,17.2,1.91,3,1,0,0,0,0
0.39,7.5,400,57.0,213.0,0.99475,8.32,0.43,10.0,7,1,12.8,1.14,3,1,0,0,0,0
0.26,7.2,480,52.0,207.0,0.99587,8.12,0.37,9.2,7,1,14.6,1.85,3,0,0,1,0,0
0.6,1.85,480,13.0,106.0,0.99331,8.24,0.49,11.85,7,1,15.8,1.17,3,1,0,0,0,0
0.28,8.5,470,54.0,210.0,0.9962,8.09,0.54,8.9,6,1,13.0,1.96,3,0,0,1,0,0
0.3,13.7,560,33.0,168.0,0.99825,7.9,0.44,8.7,9,1,14.8,1.92,3,0,0,1,1,0
0.51,13.6,500,40.0,168.0,0.9976,8.07,0.52,9.6,9,1,14.0,1.67,3,1,0,0,0,0
0.23,6.2,420,15.0,93.0,0.9948,7.89,0.34,10.1,8,1,18.4,1.34,3,0,1,0,1,0
0.36,13.1,560,72.0,163.0,1.0,8.42,0.35,9.1,8,1,14.8,1.7,3,0,0,1,1,0
0.57,15.0,520,35.0,256.0,1.0001,7.93,0.64,8.6,7,1,16.6,1.64,3,1,0,0,0,0
0.34,4.6,540,22.0,130.0,0.99193,8.2,0.46,12.0,9,1,13.0,1.45,3,0,0,1,0,0
0.44,7.0,500,29.0,155.0,0.9955,8.14,0.42,9.5,7,1,13.6,1.47,3,1,0,0,0,0
0.31,1.7,600,34.0,110.0,0.9963,8.72,0.69,10.5,8,1,14.6,1.96,3,0,0,1,0,0
0.26,2.2,350,10.0,72.0,0.989465,8.11,0.48,12.15,8,1,12.0,1.38,3,0,0,1,0,0
0.39,2.6,820,12.0,46.0,0.9985,8.43,0.62,10.7,6,0,16.0,1.16,3,1,1,0,0,0
0.26,2.0,800,31.0,131.0,0.99622,8.21,0.52,9.9,5,0,15.6,1.97,3,0,1,1,1,0
0.27,4.7,310,31.0,92.0,0.9922,8.01,0.33,12.0,8,1,17.0,1.12,3,0,0,1,0,0
0.18,6.3,940,27.0,166.0,0.99474,7.9,0.49,9.5,7,1,14.2,1.25,3,1,0,0,0,0
0.33,1.4,290,29.0,109.0,0.9902,8.15,0.51,12.8,9,1,14.4,1.69,3,1,0,0,0,0
0.27,1.4,380,31.0,122.0,0.9927,8.15,0.46,10.3,8,1,14.4,1.98,3,0,0,1,0,0
0.36,1.8,400,24.0,187.0,0.9956,8.25,0.55,9.5,8,1,17.2,1.48,3,0,0,1,1,0
0.31,12.0,530,46.0,238.0,0.9977,8.16,0.48,8.6,7,1,12.2,1.02,3,1,0,0,0,0
0.2,2.4,760,10.0,38.0,0.99735,8.31,0.64,9.4,5,0,16.8,1.15,3,0,1,0,1,0
